COURSE_SUBJECT,COURSE_NUMBER,COURSE_TITLE,RESOURCE_NAME,ISBN
ED POL,150,Education and Public Policy,The Sioux Chef?s Indigenous Kitchen,0816699798
CURRIC,704,Curriculum Planning,Understanding curriculum,0820426016
HISTORY,105,Intro-History of Africa,Boko Haram,0821423517
MATH,421,Theory of Single Variable Calc,Real Analysis and Applications:  Including Fourier Series and the Calculus of Variations,0821838415
GEOG,510,Economic Geography,"Markets of Sorrow, Labors of Faith: New Orleans in the Wake of Katrina",0822354497
GEN&WS,720,Spec Topics-Gender&Wmn Studies,In the Wake: On Blackness and Being,0822362945
SPANISH,802,Smr-Spanish American Lit,Rockin' Las Americas,0822942267
ASIALANG,123,First Semester Filipino,Conversational Tagalog,0824809440
THEATRE,351,Fund-Asian Stage Discipline,Kabuki Five Classic Plays,0824814266
ASIAN,244,SE Asia:Vietnam to Philipns,Emergence of Modern Southeast Asia,0824828909
NURSING,704,Ldrshp in Adv Practc Nursing I,FOR CNS STUDENTS --Foundations of Clinical Nurse Specialist Practice,0826129668
RP & SE,840,Clin Rehab Cnslg-Group Cnslg,Counseling Theories and Techniques for Rehabilitation and Mental Health Professionals,0826198678
JEWISH,231,Elem Topics in Jewish History,The Zionist Idea,0827606222
AFROAMER,227,Masterpieces of Afro Amer Lit,Cane,0871402106
SOC,496,Topics in Sociology,"Sex and the Constitution: Sex, Religion, and Law from America's Origins to the Twenty-First Century",0871404699
CLASSICS,834,Roman Political Thought,Augustine: Political Writings,0872202100
PHILOS,432,History-Modern Philosophy,An Enquiry concerning Human Understanding,0872202291
ILS,205,"W Cult:Pol,Econ&Soc Thght I",THE ESSENTIAL ILIAD,0872205428
CLASSICS,834,Roman Political Thought,Lucretius: On the Nature of Things,0872205878
PHILOS,440,Existentialism,Existentialism: Basic Writings,0872205959
CLASSICS,834,Roman Political Thought,"The History of Rome, I-V",0872207234
CLASSICS,834,Roman Political Thought,"Tacitus: Agricola, Dialogue, Germania",0872208117
LATIN,103,Elementary Latin,Classical Latin: An Introductory Course,0872208516
FRENCH,631,Lit Francaise-XVIIIe Siecle,"Ourika, The Original French Text",0873527798
SPANISH,326,Survey of Spanish American Lit,An Anthology of Spanish American Modernismo,0873529391
ENGL,577,Postcolonial Theatre,The Oriki of a Grasshopper and other Plays,0882581813
E C E,724,Waves&Instabilities-Plasmas,Waves in Plasmas,0883188597
ED PSYCH,542,Biological Basis of Behavior,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",0890425558
N E,555,Nuclear Reactor Dynamics,Dynamics of Nuclear Reactors,0894484536
ENGL,245,Seminar in the Major,Zami: A New Spelling of My Name,0895941228
COMP SCI,714,Methods of Computatnl Math I,Numerical Linear Algebra,0898713617
COMP SCI,714,Methods of Computatnl Math I,Spectral Methods in MATLAB,0898719593
MATH,421,Theory of Single Variable Calc,"Calculus, 4th Edition",0914098918
CLASSICS,834,Roman Political Thought,Epictetus: The Handbook,0915145693
CLASSICS,834,Roman Political Thought,Marcus Aurelius: Meditations,0915145790
FRENCH,204,Fourth Semester French,English Grammar for Students of French,0934034184
ITALIAN,102,Second Semester Italian,English Grammar for Students of Italian,0934034206
LITTRANS,254,Lit Tran: Modern Italy,Woman at War,0934977127
LITTRANS,254,Lit Tran: Modern Italy,Man of Smoke,0934977267
ED PSYCH,948,Res and Meas in School Psych,Standards for Educational and Psychological Testing,0935302352
ASTRON,700,Basic Astrophysics I,The Physics of Astrophysics I: Radiation,0935702644
GERMAN,755,Old Germanic Languages,Heliand: Text and Commentary,0937058645
CURRIC,663,Lrng Envr-Initial Ed Progm,Off to a good start : launching the school year,0961863668
I SY E,349,Introduction-Human Factors,Set Phasers on Stun,0963617885
DY SCI,434,Reproductive Physiology,Pathways to Pregnancy and Parturition - third revised edition,0965764834
OTM,351,Principles & Tech-Qual Mgmt,Getting the Right Things Done - A Leaders Guide to Planning and Execution,0976315262
KINES,417,Adv Clinical Assessment in AT,Athletic Trainers Guide to Differential Diagnosis: A Visual Learning Approach.,1016171105
ECON,705,Econometrics II,Impact Evaluation: Treatment Effects and Causal Analysis,1107042461
ENGL,516,English Grammar in Use,"Register, Genre, and Style (2nd edition)",1108444083
MATH,733,Theory of Probability I,Probability: Theory and Examples,1108473687
FRENCH,227,Exploring French:Intermed Crse,Autour de la Litterature,1111354189
A A E,636,Applied Econometric Anal I,Introductory Econometrics: A Modern Approach,1111531048
COM ARTS,609,Special Topics in Production,HTML & CSS: Design and Build Websites,1118008189
M H R,632,Intro to Arts Entrepreneurship,Business Model You: A One-Page Method For Reinventing Your Career,1118156315
ELPA,878,The American Community College,The American Community College,1118449819
ENVIR ST,112,Environment & Social Sciences,Environment and Society: A Critical Introduction,1118451562
ART,448,Special Topics,signage and wayfinding design,1118692993
CSCS,345,Evaluation and Planning,Strategic Planning for Nonprofit Organizations: A Practical Guide for Dynamic Times,1118768140
CURRIC,317,Dimensions of Literacy,Race Talk and the Conspiracy of Silence,1119241987
HISTORY,105,Intro-History of Africa,A History of Modern Africa: 1800 to the Present,1119381924
M S & E,351,Struct&Property Rels-Solids,Fundamentals of Materials Science and Engineering: An Integrated Approach,1119470560
BIOCHEM,510,Nutr Biochm & Mtblsm,Advanced Nutrition & Human Metabolism,1133104053
SOC,421,Processes-Deviant Behavior,Sociology of Deviant Behavior,1133594158
COM ARTS,155,Intro-Digital Media Production,"Making Media, Fourth Edition: Foundations of Sound and Image Production",1138240397
CURRIC,317,Dimensions of Literacy,Literacy Instruction: A Guidebook to Theory and Practice,1138311898
ED PSYCH,741,"Socl, Emotionl&Behav Assessmnt","Behavioral, Social, and Emotional Assessment of Children and Adolescents 5th Edition",1138814393
LAW,771,Select Topics-Estate Planning,See special instructions below.,1221221212
I SY E,320,Simulatn&Probablstc Modelng,Introduction to Operations Research (10th Edition),1259162982
LSC,270,Marketing Comm for Sciences,Advertising and Promotion: An Integrated Marketing Communications Perspective,1259548147
REAL EST,410,Real Estate Finance,Real Estate Finance & Investments,1259919684
FRENCH,227,Exploring French:Intermed Crse,The Ultimate French Review and Practice,1260452417
ACCT I S,340,Accounting Systems,Accounting Information Systems selected chapters custom published text,1269769871
HISTORY,201,The Historian's Craft,The Night Battles,1280684941
HISTORY,201,The Historian's Craft,The Sorcerer's Tale,1281975702
JOURN,350,Sports Mrkting Communications,Sports Marketing: The View of Industry Experts,1284034097
NURSING,704,Ldrshp in Adv Practc Nursing I,FOR NP STUDENTS-- Role Development for the Nurse Practitioner,1284130134
CS&D,201,Speech Science,"Anatomy & Physiology for Speech, Language, and Hearing",1285198247
PHYSICS,531,Intro to Quantum Mechanics,Introduction to Quantum Mechanics,1292037148
M E,471,Gas Turbine and Jet Propulsion,Gas Turbine Theory,1292093099
SOC,421,Processes-Deviant Behavior,"Constructions of Deviance: Social Power, Context, and Interaction",1305093542
RP & SE,330,Behav Anal:Person-Disabilty,Behavior Modification: Principles and Procedures 6th Edition,1305109392
STAT,312,"Intro Math Stat (Theo,Meth) II",Probability and Statistics for Engineering and the Sciences,1305251806
INTL BUS,403,Global Issues in Management,Multinational Management,1305576780
NUTR SCI,710,Human Energy Metabolism,Advanced Nutrition and Human Metabolism,1305627857
NUTR SCI,377,Cultural Aspects Food and Nutr,Food And Culture,1305628055
E C E,427,Electric Power Systems,Power System Analysis and Design,1305632133
ART HIST,201,History of Western Art I,Gardner's Art Through the Ages: The Western Perspective,1305633946
RP & SE,840,Clin Rehab Cnslg-Group Cnslg,Groups: Process and Practice 10th Edition,1305865707
ED PSYCH,331,Hum Devel Chldhood-Adolescn,"Child and Adolescent Development in Your Classroom, Topical Approach",1305964241
LAW,918,Problems: Intl Law Seminar,The Principles and Practice of International Commercial Arbitration,1316606287
LSC,880,Topics in Mass Communication,Losing Pravda: Ethics and The Press in Post-Truth Russia,1316629775
SLAVIC,321,Fourth Year Russian I,Russian: from intermediate to advanced,1317661540
C&E SOC,360,Stats for Sociologists I,"Basic Practice of Statistics, EIGHTH EDITION",1319042570
ENGL,175,Lit & the Other Disciplines,sovereignty and goodness of god,1319048811
ECON,111,Prin/Econ-Accelratd Treatmt,Economics,1319066607
HISTORY,201,The Historian's Craft,A Pocket Guide to Writing in History,1319113028
ECON,310,Stats:Measrmnt in Economics,Statistics for Management and Economics + XLSTAT Bind-in,1337093459
CURRIC,503,Literacy Across the Curriculum,Cultivating Genius: An Equity Framework for Culturally and Historically Responsive Literacy,1338594893
ENGL,248,Women in Ethnic Amer Lit,Beloved,1400033411
ENGL,248,Women in Ethnic Amer Lit,"Brother, I'm Dying",1400034302
STS,201,Where Science Meets Society,An Introduction to Science and Technology Studies,1405187654
GERMAN,236,Bascom Course,Song for the Butcher?s Daughter,1416538712
COUN PSY,237,Mental Hlth &Diverse Community,Crazy like us,1416587098
HIST SCI,350,Spec Topics-Hist of Science,Competing with the Soviets,1421407698
COM ARTS,612,Topics-Communicatn Science,Social Networks and Popular Understanding of Science and Health: Sharing Disparities,1421413248
JOURN,620,International Communication,"The Future of 24-Hour News: New Directions, New Challenges",1433130467
ED PSYCH,506,Contemp Issues in Ed Psych,Forgiveness Is a Choice,1433831309
NURSING,726,Foundations APN Clin Pract I,Psychiatric interviewing: The art of understanding,1437716989
ENGL,245,Seminar in the Major,This Bridge Called My Back: Writings by Radical Women of Color,1438454384
ASIAN AM,240,Topics-Asian Amer Studies,TACO USA  How Mexican Food Conquered America,1439148627
N E,411,Nuclear Reactor Engineering,Nuclear Systems I,1439808872
KINES,373,Meth & Prac of Sport,Teaching Sport Concepts and Skills,1450411223
C&E SOC,361,Stats for Sociologists II,Applied Regression Analysis and Generalized Linear Models,1452205663
LAW,873,Immigration Law,Understanding Immigration Law and Practice,1454850388
HISTORY,105,Intro-History of Africa,Apartheid in South Africa: A Brief History with Documents,1457665549
HISTORY,120,Europe&Mod World 1815-On,"The Making of the West, Volume 2: Since 1500",1457681536
L I S,603,Research and Assessment,"Program Evaluation Theory and Practice: A Comprehensive Guide. New York, NY: The Guilford Press.",1462503152
ED PSYCH,771,Test Construction,Measurement Theory and Applications for the Social Sciences,1462532136
GERMAN,325,Topics in Dutch Literature,Anne Frank: The Collected Works,1472964918
ART,366,Stage Lighting I,YOU FOR ME FOR YOU,1474276741
ANTHRO,860,Hist-Anthropological Theory,Rules of Sociological Method,1476749728
ANTHRO,860,Hist-Anthropological Theory,The Division of Labor in Society,1476749736
SPANISH,361,Spanish Civilization,La vida del Lazarillo de Tormes. Annotated Critical Edition by Chad M. Gasta,1478605715
CURRIC,704,Curriculum Planning,"Curriculum planning: Integrating multiculturalism, constructivism, and education reform",1478622008
ED POL,200,"Race,Ethnicty&Inequal-Am Ed",White Kids,1479803685
AFRICAN,406,Topics in African Literature,Lagoon,1481440888
PATH-BIO,510,Veterinary Immunology,Veterinary Immunology,1482224623
CURRIC,368,The Teaching of Reading,Culturally responsive teaching and the brain: Promoting authentic engagement and rigor...,1483308014
KINES,555,Sports Sci & Athlete Monitor,Monitoring Training and Performance in Athletes,1492535206
PATH-BIO,510,Veterinary Immunology,Case Studies in Veterinary Immunology,1498796036
ENGL,458,Major American Writer(s),The Sun Also Rises,1501121960
SCAND ST,427,Contemporary Scand Lit,Everything I Don't Remember,1501138030
RELIG ST,305,"Women, Gender and Religion",Unbecoming: A Memoir of Disobedience,1501162543
INTER-LS,106,1st-Yr Seminar: Social Sci,Everyday Law in Russia,1501705245
L I S,301,Information Literacies Online,The Media Education Manifesto,1509535888
OCC THER,673,Sci Inq-OT III: Data Coll&Anal,Discovering Statistics Using IBM SPSS Statistics: North American Edition,1526436566
SCAND ST,101,First Semester Norwegian,"Sett i gang, 2nd Edition",1530276004
LAW,731,Constitutional Law I,Constitutional Law: A Context and Practice Casebook,1531004547
LAW,723,Legal Research and Writing,A Lawyer Writes: A Practical Guide to Legal Analysis,1531008763
SCAND ST,419,Scandinavian Children's Lit,Adventures with Waffles,1536203661
SOC WORK,400,Field Pract/Integrat Smr I,So you want to talk about race,1538475278
I SY E,349,Introduction-Human Factors,Designing for People,1539808009
AFROAMER,712,Educ and Civil Rights Movement,A Grl Stands at the Door: The Generation of Young Women Who Desegregated America's Schools,1541697332
JOURN,335,Principles/Practices-Reporting,Associated Press Stylebook,1541699890
SCAND ST,427,Contemporary Scand Lit,A Drop of Midnight,1542016703
LAW,849,Pre-Trial Advocacy,Pretrial,1543805027
ED PSYCH,763,Regression Models in Education,An R Companion to Applied Regression,1544336470
M H R,422,Entrepreneurial Management,***See special instructions***,1544354622
ENGL,245,Seminar in the Major,Word is Out: A Queer Film Classic,1551524201
FOLKLORE,342,In Trans:Mythlgy-Scandnavia,Theorizing about Myth,1558491910
FRENCH,211,French Lit & Interdis Studies,In the Electric Mist with Confederate Dead,1562828827
ILS,371,Interdis in Arts & Humanities,The Assassination Of Julius Caesar: A People's History Of Ancient Rome (New Press People's History),1565849426
CS&D,202,Normal Aspects of Hearing,Introduction to Sound: Acoustics for the Hearing and Speech Sciences,1565939794
COMP LIT,350,Problms in Comp Lit & Cultures,The Secret Life of Saeed: The Pessoptimist,1566564158
POLI SCI,414,Supreme Ct as Pol Instit,The Choices Justices Make,1568022263
ART,448,Special Topics,the wayfinding handbook,1568987692
ART,458,Branding Design,Graphic Design Thinking: Beyond Brainstorming,1568989792
FRENCH,804,Interdis W Europ Studies Sm,"Caliban and the Witch: Women, the Body, and Primitive Accumulation",1570270597
CURRIC,368,The Teaching of Reading,Opening minds: Using language to change lives,1571108165
PSYCH,526,Criminal Mind:Forensics/Scienc,Without Conscience: The Disturbing World of the Psychopaths Among Us,1572304510
PHYSICS,415,Thermal Physics,Fundamentals of Statistical and Thermal Physics,1577666127
NURSING,510,Culturally Congruent Practice,Difference Matters: Communicating Social Identity,1577666739
HISTORY,105,Intro-History of Africa,Houseboy,1577669886
RP & SE,842,Legal Foundations of Spec Ed,Navigating special education law and policy.,1578617820
ED POL,200,"Race,Ethnicty&Inequal-Am Ed",So You Want to Talk About Race,1580056776
ASIALANG,139,First Semester Urdu,Beginning Urdu: A Complete Course,1589017781
LITTRANS,260,Italy & Invention of America,The Moon and the Bonfires,1590170210
COMP LIT,350,Problms in Comp Lit & Cultures,Season of Migration to the North,1590173023
ENGL,175,Lit & the Other Disciplines,on lynchings,1591020085
KINES,123,Living well: Lifestyle balance,Wellbeing: The Five Essential Elements,1595620400
ASIAN AM,152,AsianAm Lit & Pop Culture,American Born Chinese,1596431520
LAW,852,Trial Advocacy,Modern Trial Advocacy Analysis and Practice,1601564740
LAW,852,Trial Advocacy,Modern Trial Advocacy Analysis and Practice (Law School Edition),1601565739
AFROAMER,303,"Blacks, Film, and Society",March: Book Two,1603094008
BOTANY,651,Conservation Biology,An Introduction to Conservation Biology,1605358975
ENGL,400,Advanced Composition,Rewriting: How to Do Things with Texts,1607326868
NURSING,726,Foundations APN Clin Pract I,Kaplan & Sadock's Synopsis of Psychiatry,1609139712
PUBLHLTH,783,Quantitative Approaches to PH,The Little SAS Handbook: A Primer,1612903436
KINES,508,Workshop in Kinesiology,Principles of Pharmacology 3rd Ed.,1617119296
CSCS,125,Community and Social Change,"When We Fight, We Win! Twenty-First-Century Social Movements and the Activists That Are Transforming",1620970937
ED PSYCH,741,"Socl, Emotionl&Behav Assessmnt",Pushout: The Criminalization of Black Girls in Schools,1620973421
GREEK,103,Elementary Ancient Greek,A Student Handbook of Greek and English Grammar,1624660363
SPANISH,226,Interm Lang Prac-Writng&Grammr,Gramatica para la composicion,1626162557
ART,575,User Experience for Design,rA designer's Research manual,1631592629
LAW,711,Contracts I,Contract Law: Selected Source Materials Annotated,1642429309
SCAND ST,427,Contemporary Scand Lit,A Storm Blew in from Paradise,1642860441
KINES,123,Living well: Lifestyle balance,TIME The Science of Happiness: New Discoveries for a More Joyful Life,1683304306
RP & SE,840,Clin Rehab Cnslg-Group Cnslg,The Relaxation and Stress Reduction Workbook,1684033349
ART,448,Special Topics,Radical Happiness: Moments of Collective Joy,1786631547
ENGL,457,Topic in American Lit,Thelma & Louise (BFI Film Classics),1838719288
AFRICAN,406,Topics in African Literature,The Shadow King,1838851178
SOC WORK,400,Field Pract/Integrat Smr I,HOW TO BE AN ANTIRACIST,1847925995
CS&D,202,Normal Aspects of Hearing,The Sense of Hearing,1848725159
ENGL,245,Seminar in the Major,The SCUM Manifesto,1849351805
ASIAN,630,Proseminar: Cultures of Asia,Photography and Anthropology,1861898045
AFRICAN,371,First Semester Yoruba,Yoruba Newspaper Reader,1881265536
ASTRON,320,The Interstellar Medium,Physics And Chemistry of the Interstellar Medium,1891389467
CURRIC,663,Lrng Envr-Initial Ed Progm,"Yardsticks: Children in the classroom, ages 4-14",1892989212
MATH,770,Foundations of Mathematics,The Foundations of Mathematics,1904987141
HDFS,663,Developmental & Fam Assessment,Focused Portfolios,1929610076
SCAND ST,427,Contemporary Scand Lit,The Trail We Leave,1931896097
SCAND ST,427,Contemporary Scand Lit,White Blight,1938247213
KINES,325,Group Develop & Behav Manage,Journey toward the caring classroom: Using adventure to create community,1939019109
LAW,753,Intro-Intellectual Proprty Law,Intellectual Property in the New Technological Age: 2020 (Volume I),1945555157
LAW,753,Intro-Intellectual Proprty Law,Intellectual Property in the New Technological Age: 2020 (Volume II),1945555165
A A E,723,Professional Development Sem,What Color Is Your Parachute? 2020: A Practical Manual for Job-Hunters and Career-Changers,1984856561
FRENCH,271,Intro to Literary Analysis,L'Ecole des femmes,2035834171
FRENCH,631,Lit Francaise-XVIIIe Siecle,Le Malade imaginaire,2035834201
FRENCH,631,Lit Francaise-XVIIIe Siecle,L'Etat de siege,2070400360
FRENCH,271,Intro to Literary Analysis,L'evenement,2070419231
FRENCH,639,Litterature-XVIIe Siecle,Theatre 1,2080712810
FRENCH,631,Lit Francaise-XVIIIe Siecle,La Religieuse,2081208210
FRENCH,631,Lit Francaise-XVIIIe Siecle,"Zaire, suivi de 'Le Fanatisme ou Mahomet le prophete'",2081470187
FRENCH,204,Fourth Semester French,Monsieur Ibrahim et les Fleurs du Coran,2210754674
FRENCH,271,Intro to Literary Analysis,Attentat,2253146889
FRENCH,947,Smr: Questions-Litterature,Les particules elementaires,2290303054
FRENCH,947,Smr: Questions-Litterature,Le Sermon de la chute de Rome,2330012594
FRENCH,947,Smr: Questions-Litterature,Le Principe,2330065566
FRENCH,321,"Medievl, Renais&Early Mod Lit",Erec et Enide,2410012957
FRENCH,271,Intro to Literary Analysis,Prodige,2742722688
GERMAN,755,Old Germanic Languages,Althochdeutsches Lesebuch,3484107073
ASIALANG,114,2nd Sem Elementary Japanese,Genki: An Integrated Course in Elementary Japanese I,4789014401
SLAVIC,433,History of Russian Culture,Istoriia Rossii v sobytiiakh i sudbakh,5883371981
OTM,632,Intro-Stochastic Processes,Essentials of Stochastic Processes 3rd edition,3319456140
ASIALANG,378,Chinese Conversation,Communicate in Chinese 4,7110056309
SPANISH,460,Literatura Hispanoamericana,Material humano,8420427470
SPANISH,460,Literatura Hispanoamericana,Bonsai y La vida privada de los arboles,8433977962
SPANISH,460,Literatura Hispanoamericana,Cancion de tumba,8439725604
SPANISH,460,Literatura Hispanoamericana,Distancia de rescate,8439729480
SPANISH,460,Literatura Hispanoamericana,Las aventuras de la China Iron,8439736266
ITALIAN,204,Fourth Semester Italian,Io non ho paura,8806207695
ASIALANG,105,First Semester Korean,New Sogang Korean 1A (Student book),8976995724
ASIALANG,205,Third Semester Korean,New Sogang Korean 2A: Student Book,8992491263
ASIALANG,205,Third Semester Korean,New Sogang Korean 2A: Workbook,8992491301
ASIALANG,305,Fifth Semester Korean,New Sogang Korean 3A workbook,8992491433
GERMAN,245,Topics-Dutch Life & Culture,A short history of the Netherlands: from prehistory to the present; seventh complete revised edition,9061094402
THEATRE,464,Costume Technology Topics,Flyin' West,0822214656
CNSR SCI,555,Cons Strategy & Evl,Creative Confidence: Unleashing the Creative Potential within Us All,0008139384
C&E SOC,475,Classical Soc Theory,The Elementary Forms of Religious Life,0029079379
NURSING,434,Hlth & Ill Indiv Fam Cmty,Gerontological Nursing,0060000387
L I S,622,Childrens Literature,Cover to Cover,0060777562
AFROAMER,222,Intro-Black Women Writers,Their Eyes Were Watching God,0060838676
ENGL,350,Topics in Gender & Literature,Radioactive,0061351327
PSYCH,601,Current Topics - Psychology,"Some We Love, Some We Hate, Some We Eat",0061730856
M H R,739,Enterprise Fellowship Seminar,Creativity Rules,0062301314
HISTORY,577,Contemp Scand:Politics&Hist,The Nordic Theory of Everything: In Search of a Better Life,0062316554
CNSR SCI,635,Estate Plng for Fincl Planners,BEYOND THE GRAVE: THE RIGHT WAY AND THE WRONG WAY OF LEAVING MONEY TO YOUR CHILDREN (AND OTHERS),0062336224
PHM SCI,759,Trends in Drug Disc/Dev,Bottle of Lies: The Inside Story of the Generic Drug Boom,0062338785
MUSIC,253,Conducting,The Art of Conducting,0070313262
MATH,521,Analysis I,Principles of Mathematical Analysis,0070542358
E P D,613,Intl Engr Strategies&Operatns,Cultures and Organizations,0071664189
GEN BUS,320,Intercultural Communctn in Bus,Riding the Waves of Culture: Understanding Diversity in Global Business,0071773089
NURSING,728,APN Clin Appl & Role Dev I,"Principles and Practice of Hospital Medicine, 2nd ED",0071843133
ENVIR ST,809,Intro-Energy Analysis & Policy,INTRO.TO ENGINEERING & ENVIRONMENT,0072354676
CBE,326,Momentum&Heat Transfer Oper,Unit Operations of Chemical Engineering,0072848236
CBE,250,Process Synthesis,"Introduction to Chemical Processes:  Principles, Analysis, Synthesis",0072849608
MUS PERF,143,Intro to Performance: Voice,Adventures in Singing,0072977592
SOC,496,Topics in Sociology,"Identities and Inequalities: Exploring the Intersections of Race, Class, Gender, and Sexuality",0073380100
CIV ENGR,723,Energy Principles of Env Eng,Introduction to Thermodynamics and Heat Transfer,0073380179
E M A,201,Statics,Engineering Mechanics: Statics,0073380292
SPANISH,224,Intro-Hispanic Literatures,Aproximaciones al estudio de la literatura hispanica,0073385372
I SY E,313,Engineerng Economc Analysis,Engineering Economy,0073523439
E P D,518,Quality Engr & Quality Mgmnt,Kaizen,0075543329
E M A,202,Dynamics,Dynamics,0077891145
REAL EST,420,Urban & Regional Economics,URBAN ECONOMICS,0078021787
RP & SE,660,Special Topics,Applied Sport Psychology,0078022708
FINANCE,330,Derivative Securities,Derivatives: Principles and Practice,0078034732
ZOOLOGY,603,Endocrinology,Hormones,0080919065
CBE,450,Process Design,"Chemical Engineering Design, Principles, Practice and Economics of Plant and Process Design",0080966601
CHEM,636,Topics-Chem Instrumentatn: NMR,High Resolution NMR Spectroscopy in Organic Chemistry,0080999869
MATH,570,Fundamentals of Set Theory,Elements of set theory,0122384400
PHYSICS,109,Physics in the Arts,Physics in the Arts,0123918789
SOC WORK,835,Adv Soc Work Pract-Mental Hlth,Treatment lanning for Person-Centered Care: Shared Decision Making for Whole Health,0123944481
FOOD SCI,440,Principles of Food Engr,Introduction to Food Engineering,0123985309
COMP SCI,552,Intro-Computer Architecture,Computer Organization and Design: The Hardware and Software Interface,0124077263
SOIL SCI,321,Soils and Environmental Chem,Soil & Environmental Chemistry,0128041789
CIV ENGR,494,Civ&Envr Engr Decisn Making,Civil and Environmental Systems Engineering,0130478221
COMP SCI,537,Intro to Operating Systems,The C Programming Language,0131103627
CIV ENGR,576,Advanced Pavement Design,Pavement Analysis and Design,0131424739
E C E,431,Digital Signal Processing,Discrete-Time Signal Processing,0131988422
SLAVIC,203,Third Semester Russian,V PUTI& STUDT ACTIV MANL&REF GRAMR&OXFD DIC,0132231299
MATH,340,Elem Matrix&Linear Algebra,Elementary Linear Algebra with Applications,0132296540
ESL,345,American English Pronunciation,Focus on Pronunciation 3,0132315005
E C E,447,Applied Communications Sys,Microwave Transistor Amplifiers: Analysis and Design,0132543354
CS&D,708,Fluency&Phonological Disorders,Children's Speech: An evidence-based approach to assessment and intervention,0132756198
DS,222,Interior Design I,Beginnings of Interior Environments,0132786003
E C E,220,Electrodynamics I,Fundamentals of Applied Electromagnetics,0133356816
ECON,400,Intro Applied Econometrics,Introduction to Econometrics,0133486872
FOOD SCI,437,Food Service Operations,Foodservice Management: principles and practices,0133762754
ECON,301,Intmed Microeconomic Theory,Microeconomics (My Lab Economics with Pearson eText/Access Card Package),0134143071
ACCT I S,770,Smr:Financial Reporting Theory,Financial Accounting Theory,0134166681
CS&D,315,Phonetics and Phon. Dvlpt.,Articulation and Phonological Disorders: Speech Sound Disorders in Children,0134170718
ESL,343,Oral Communication Skills,Contemporary Topics 3,0134400792
HDFS,501,Special Topics,Infant and Toddler Development and Responsive Program Planning:  A Relationship-Based Approach,0134450094
RP & SE,820,Clin Rehab Cnslg-Cnslg Theory,"Theories of Counseling and Psychotherapy: Systems, Strategies, and Skills",0134460864
MATH,320,Linear Alg & Diff Equations,Differential Equations and Linear Algebra,0134497181
PUB AFFR,880,Microecon Policy Analysis,Microeconomics,0134519531
SOC WORK,605,The Field of Social Work,"The Social Work Experience, 7th Edition",0134544953
ECON,301,Intmed Microeconomic Theory,Microeconomics (Student Value Edition plus My Lab Economics with Pearson eText/Access Card Package),0134643175
ECON,301,Intmed Microeconomic Theory,Microeconomics (Hardcover with My Lab Economics with Pearson eText/Access Card Package),0134674551
M E,446,Automatic Controls,Feedback Control of Dynamic Systems,0134685717
PSYCH,456,Intro-Social Psychology,Social Psychology 10th Edition,0134700656
A A E,421,Economic Decision Analysis,Introduction to Management Science,0134730660
ECON,330,Money and Banking,"The Economics of Money, Banking, and Financial Markets",0134733821
RP & SE,920,Reh Coun Ed-Cnslg Supervision,Fundamentals of Clinical Supervision,0134790282
CS&D,110,Intro to Communicative Dis,Introduction to Communication Disorders: A Lifespan Evidence-Based Perspective (6th edition),0134801476
FINANCE,325,Corporation Finance,Corporate Finance,0135161081
PUB AFFR,818,Intro Stat Meths-Pub Pol Anal,Stats: Data and Models,0135163825
ECON,442,Macroeconomic Policy,"Macroeconomics (Subscription),",0135179222
RP & SE,730,Professional Counseling Orient,"Ethical, Legal, and Professional Issues in Counseling, 6th edition",0135183816
CS&D,315,Phonetics and Phon. Dvlpt.,Fundamentals of Phonetics: A Practical Guide for Students,0135207871
ASTRON,200,The Physical Universe,"The Cosmic Perspective, 9th edition",0135729458
CBE,311,Thermodynamics of Mixtures,Introductory Chemical Engineering Thermodynamics,0136068549
CIV ENGR,395,Matrls-Constructed Facilities,Materials for Civil and Construction Engineers,0136110583
RP & SE,820,Clin Rehab Cnslg-Cnslg Theory,"Theories of Counseling and Psychotherapy: Systems, Strategies, and Skills",0136874874
E C E,330,Signals and Systems,Signals and Systems,0138147570
ENGL,822,Topics in Theory,Collected Fictions,0140286809
ENGL,242,Literature and Culture II,Disgrace,0140296402
AFROAMER,222,Intro-Black Women Writers,"Incidents in the Life of A Slave Girl, Written By Herself",0140437959
CLASSICS,100,Legacy of Greece & Rome,The Swaggering Soldier,0140441499
CLASSICS,100,Legacy of Greece & Rome,Phormio,0140443240
CLASSICS,100,Legacy of Greece & Rome,Agamemnon,0140443332
LITTRANS,209,Masterpieces-Fr Lit & Culture,Pierre and Jean,0140443585
CLASSICS,100,Legacy of Greece & Rome,Antigone,0140444254
FRENCH,804,Interdis W Europ Studies Sm,"Capital: A Critique of Political Economy, vol. 1",0140445688
CLASSICS,100,Legacy of Greece & Rome,Bacchae,0140447262
LITTRANS,220,Chekhov in Translation,Anton Chekhov: Plays,0140447330
CLASSICS,834,Roman Political Thought,"Sallust: Catiline's War, the Jugurthine War...",0140449488
CLASSICS,100,Legacy of Greece & Rome,Knights,0140449518
CLASSICS,100,Legacy of Greece & Rome,Electra,0140449785
CLASSICS,100,Legacy of Greece & Rome,The Brothers Menaechmus,0140449822
CLASSICS,100,Legacy of Greece & Rome,Suppliants,0140449990
ILS,371,Interdis in Arts & Humanities,Annals (Penguin Classics),0140455649
